carBrand,carModel,carType,problemCode,problemCodeproblemCode,problemDatetime,problemDescription,problemId,problemStatus
广汽丰田,凯美瑞,2019款 2.0G 豪华版 国VI,"H79,H89,I295,",,2021-02-02,广汽丰田凯美瑞车门防撞梁生锈 天窗异响 ,569629,信息审核
北京现代,名图,2019款 1.8L 自动 智能型GLS 纪念款 国VI,"H164,H211,",,2021-02-02,北京现代名图后视镜折叠故障车内异响,569625,处理反馈
一汽-大众奥迪,奥迪Q5L,2020款 改款 40 TFSI 荣享时尚型,"H109,Q322,",,2021-02-02,一汽大众奥迪Q5L后排座椅下部网关进水,569624,信息审核
长安福特,蒙迪欧新能源,2018款 2.0 PHEV 智尊旗舰型,"N317,",,2021-02-02,长安福特蒙迪欧新能源索赔方向盘材质差,569623,用户评分
一汽-大众奥迪,奥迪Q5L,2020款 45 TFSI 尊享时尚型,"B334,",,2021-02-02,一汽大众奥迪Q5L启动时变速箱挂挡不走,569620,信息审核
一汽-大众,迈腾,2017款 330TSI DSG 豪华型,"B20,B96,B115,",,2021-02-02,大众迈腾变速箱机电单元故障 无法换挡,569619,用户评分
广汽本田,飞度,2018款 1.5L 手动 舒适版,"A9,",,2021-02-02,广汽本田飞度冷启动VTEC执行器异响,569618,处理反馈
华晨中华,中华V7,2018款 280T DCT 豪华型 5座,"A63,",,2021-02-02,华晨中华V7发动机烧机油希望尽快处理,569616,信息审核
上汽大众,途昂,2020款 380TSI 四驱 豪华版 国V,"A14,G56,",,2021-02-02,上汽大众途昂发动机熄火 底盘异响,569614,处理反馈
东南汽车,V3菱悦,2008款 1.5 手动 豪华版,"E159,L314,",,2021-02-02,东南V3菱悦手刹缺陷厂家未召回处理,569613,处理反馈
长安福特,翼虎,2013款 2.0T 四驱尊贵型,"H271,Q322,",,2021-02-02,长安福特翼虎油箱有缺陷导致加不满油,569612,用户评分
吉利汽车,帝豪GS,2018款 1.8L 自动 优雅版 领尚型,"A255,B33,",,2021-02-02,吉利帝豪GS变速箱异响 坡道起步动力消失,569611,处理反馈
广汽丰田,YARiS L 致享,2017款 1.5E CVT 魅动版,"A9,B33,",,2021-02-02,广汽丰田致享冷车启动异响 变速箱行驶异响,569608,信息审核
长城汽车,哈弗H2,2016款 1.5T 手动 两驱精英型,"D80,D156,G117,H15,",,2021-02-02,哈弗H2打方向沉重  方向盘抖动 车辆异响,569606,处理反馈
东风本田,INSPIRE,2019款 260TURBO 精致版 国VI,"H93,I293,",,2021-02-02,东风本田INSPIRE中控台异响售后服务态度差,569604,处理反馈
一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,"A85,H263,",,2021-02-02,一汽大众探岳发动机油耗升高 自动启停失效,569600,处理反馈
上汽大众,凌渡,2019款 280TSI DSG 舒适版 国V,"M283,",,2021-02-02,上汽大众凌渡经销商出售库存车要求处理,569599,用户评分
长城汽车,哈弗M6,2018款 1.5T DCT 两驱 精英型,"H79,",,2021-02-02,哈弗M6车身出现生锈厂家不处理问题,569595,用户评分
江铃集团新能源,江铃E200L,2017款 E200P 标准版,"H340,N318,",,2021-02-02,江铃新能源E200L充电机故障无配件维修,569594,用户评分
奇瑞汽车,瑞虎8 PLUS,2021款 290TGDI DCT 豪享版,"H155,H119,L313,",,2021-02-02,奇瑞瑞虎8PLUS智云系统故障置换补贴未兑现,569593,处理反馈
一汽丰田,卡罗拉,2019款 1.2T S-CVT GL-i精英版,"B33,B19,H146,",,2021-02-02,一汽丰田卡罗拉电瓶亏电 变速器顿挫异响,569590,信息审核
一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 风尚版 国V,"H88,H220,I295,",,2021-02-02,一汽丰田RAV4荣放后尾灯灯罩开裂进水,569581,信息审核
广汽本田,飞度,2014款 1.5L CVT LX舒适型,"A44,",,2021-02-02,广汽本田飞度发动机启动困难起动机故障,569579,处理反馈
东风日产,逍客,2017款 2.0L CVT 智享版 国V,"B334,B84,",,2021-02-02,东风日产逍客变速箱阀体故障无法加速,569577,用户评分
一汽-大众,高尔夫,2016款 1.6L  自动 舒适型,"B96,B184,",,2021-02-02,一汽大众高尔夫变速器微动开关故障报警,569576,处理反馈
东风标致,标致207,2010款 1.4L 手动 ETEC 驭乐版 三厢,"E269,E239,G125,G162,",,2021-02-02,东风标致207左后轮倾斜行驶抖动异响,569575,处理反馈
奇瑞汽车,捷途X70 PLUS,2021款 1.5T 手动 林 5座,"H134,H82,",,2021-02-02,捷途X70 PLUS大灯不亮 360影像模糊,569573,处理反馈
一汽奔腾,奔腾B30,2016款 1.6L 自动 豪华型,"D123,I297,",,2021-02-01,一汽奔腾B30转向卡滞厂家不予索赔,569572,处理反馈
奇瑞汽车,捷途X90,2020款 1.6T DCT 影御版 5座,"L313,",,2021-02-01,捷途X90车辆置换补贴未兑现希望处理,569571,用户评分
上汽大众斯柯达,柯珞克,2019款 TSI280 智行豪华版 国V,"L313,",,2021-02-01,斯柯达柯珞克购车置换补贴厂家一直不提供,569567,处理反馈
上汽大众斯柯达,速派,2016款 TSI330 DSG 智行版,"B84,B115,",,2021-02-01,斯柯达速派变速箱机电控制单元有质量问题,569566,处理反馈
东风日产,天籁,2020款 2.0T XL Upper AD1 智享领航版,"H155,H147,",,2021-02-01,东风日产天籁互联功能无法使用 油箱异响,569564,处理反馈
吉利新能源,帝豪GSe,2018款 臻尚型,"D59,D265,H340,",,2021-02-01,吉利帝豪GSe方向机异响 充电机慢充故障,569562,用户评分
广汽丰田,凯美瑞,2019款 2.0G 豪华版 国VI,"F130,",,2021-02-01,广汽丰田凯美瑞普利司通轮胎爆胎,569561,信息审核
广汽丰田,雷凌,2021款 185T CVT 豪华版,"A136,B33,B19,",,2021-02-01,广汽丰田雷凌变速箱顿挫异响发动机缸盖腐蚀,569558,信息审核
北京奔驰,奔驰GLC,2018款 GLC 200 4MATIC 改款,"E43,",,2021-02-01,奔驰GLC低速行驶和倒车时踩刹车异响,569556,厂家受理
一汽-大众,宝来,2018款 1.5L 自动 舒适型,"E43,",,2021-02-01,一汽大众宝来倒车时刹车异响希望厂家处理,569555,处理反馈
长安汽车,逸动,2020款 PLUS 1.6L GDI 手动 精英型,"B20,",,2021-02-01,长安逸动行驶时挡位失灵 无法换挡,569553,处理反馈
东风本田,INSPIRE,2019款 260TURBO 精致版 国VI,"E111,G245,",,2021-02-01,东风本田INSPIRE刹车抖动 后轮吃胎偏磨,569552,处理反馈
猎豹汽车,猎豹CS9,2017款 1.5L CVT 风尚型,"A191,",,2021-02-01,猎豹CS9行驶时水箱温度高 冷却系统故障,569550,信息审核
东南汽车,东南DX5,2021款 1.5T CVT 尊贵型,"M283,",,2021-02-01,东南DX54S店销售库存车要求办理退车,569548,处理反馈
一汽-大众,捷达,2012款 1.6 手动 典藏版,"H79,",,2021-02-01,一汽大众捷达全车车身生锈 车体腐烂,569547,处理反馈
长安汽车,长安CS55,2018款 1.5T 自动 炫色型 国V,"A24,A178,",,2021-02-01,长安CS55发动机抖动 缸压不足 加速无力,569543,用户评分
观致汽车,观致5,2019款 观致5S 1.6T GDI 尊贵型,"G245,",,2021-02-01,观致5前后轮磨损严重厂家拖延不处理,569539,信息审核
东风标致,标致408,2015款 1.2T 自动 豪华版,"A63,",,2021-02-01,东风标致408大修发动机后烧机油,569536,厂家受理
广汽本田,飞度,2014款 1.5L CVT LX舒适型,"A9,",,2021-02-01,广汽本田飞度发动机冬天启动异响,569535,处理反馈
上汽大众斯柯达,速派,2018款 TSI330 DSG 舒适版 国V,"A24,J298,",,2021-02-01,斯柯达速派怠速抖动多次维修未解决,569533,处理反馈
长安汽车,长安CS55,2017款 1.5T 自动 炫色型,"F186,",,2021-02-01,长安CS55优科豪马轮胎有起皮掉块的现象,569531,处理反馈
东风日产,骐达TIIDA,2016款 1.6L CVT 智行版,"A9,A18,H268,",,2021-02-01,东风日产骐达发动机爆震车内抖动维修未解决,569529,处理反馈
东风日产,轩逸,2020款 改款 1.6L XE CVT 舒享版,"A12,",,2021-02-01,东风日产轩逸发动机渗油希望厂家处理问题,569520,处理反馈
小鹏汽车,小鹏汽车P7,2020款 后驱 超长续航 智尊版,"H289,",,2021-02-01,小鹏P7雷达传感器故障导致不能使用,569519,信息审核
一汽-大众,迈腾,2018款 330TSI DSG 豪华型,"B115,E111,",,2021-02-01,一汽大众迈腾变速箱机电单元故障 刹车抖动,569518,处理反馈
一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,"B33,B95,",,2021-02-01,一汽大众探岳加速变速箱抖动异响希望处理,569515,处理反馈
东风日产,逍客,2017款 2.0L CVT 智享版 国V,"A12,B22,",,2021-02-01,东风日产逍客变速箱和发动机连接处漏油,569514,用户评分
长安福特,蒙迪欧,2013款 1.5T 自动 GTDi180时尚型,"H54,",,2021-02-01,长安福特蒙迪欧三元催化器反复故障希望处理,569513,处理反馈
东风日产,轩逸,2019款 1.6XV CVT 智联尊享版 国VI,"B33,",,2021-02-01,东风日产轩逸低速轻踩油门变速箱异响,569512,处理反馈
一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,"H72,H164,",,2021-02-01,大众探岳车内装饰条异响 玻璃异响,569507,处理反馈
北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,"A24,A34,",,2021-02-01,现代途胜行驶时车辆抖动 发动机故障灯亮,569504,处理反馈
广汽丰田,雷凌,2021款 185T CVT 运动版,"I282,N318,",,2021-02-01,广汽丰田雷凌后保险杠左后轮毂无配件,569503,信息审核
上汽大众,辉昂,2021款 380TSI 豪华版,"B33,E43,H15,H60,",,2021-02-01,大众辉昂雨刮器异响 冷车起步异响,569496,处理反馈
一汽-大众,宝来,2021款 1.5L 自动 精英智联版,"A34,H82,I295,",,2021-02-01,一汽大众宝来新车故障灯亮 大灯不亮,569490,处理反馈
东风日产,天籁,2019款 2.0L XL Upper 智行版,"H155,M279,",,2021-02-01,东风日产天籁智联app无法使用 与宣传不符,569489,处理反馈
一汽丰田,卡罗拉,2014款 1.6L CVT GL-i,"B96,B115,",,2021-02-01,一汽丰田卡罗拉变速箱阀体故障 故障灯亮,569486,信息审核
北京现代,悦纳,2016款 1.4L 手动 炫酷版 GLS,"A12,A129,",,2021-02-01,现代悦纳曲轴螺丝断裂 皮带轮飞落 漏密封油,569482,用户评分
吉利汽车,嘉际,2019款 1.8TD 自动 舒享型,"L313,",,2021-02-01,吉利嘉际4S店未按时返还旅游基金,569481,用户评分
东风本田,本田CR-V,2021款 锐·混动 2.0L 两驱 净速版,"B22,B96,",,2021-02-01,本田CR-V行驶时变速箱漏油 报故障码,569479,处理反馈
东风日产,轩逸,2020款 改款 1.6L XL CVT 悦享版,"D337,E43,",,2021-02-01,东风日产轩逸行驶时转向晃动 刹车异响,569476,处理反馈
一汽丰田,卡罗拉,2017款 1.2T S-CVT GL-i 改款,"H176,",,2021-02-01,一汽丰田卡罗拉中控台开裂更换未解决,569474,信息审核
奇瑞汽车,艾瑞泽5,2017款 1.5L 手动 豪华版,"H155,",,2021-02-01,奇瑞艾瑞泽5智能车机系统无法使用,569473,厂家受理
北京奔驰,奔驰E级,2019款 E 300 L 时尚型,"D154,",,2021-02-01,北京奔驰E级召回更换转向机回位严重不正,569469,处理反馈
东风雪铁龙,雪铁龙C4L,2014款 1.6THP 自动 车载互联劲智型,"A12,A24,A34,A255,",,2021-02-01,东风雪铁龙C4L发动机动力消失报警抖动,569465,处理反馈
东风本田,本田CR-V,2019款 240TURBO CVT 两驱 风尚版 国VI,"A339,",,2021-02-01,东风本田CR-V发动机机油增多请厂家解决,569463,处理反馈
一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,"H82,",,2021-02-01,一汽大众探岳大灯发白影响夜晚驾驶,569461,处理反馈
东风日产,天籁,2020款 改款 2.0L XL 舒适版,"H147,I295,I281,",,2021-02-01,东风日产天籁汽油箱异响一直推诿未处理,569460,处理反馈
捷豹,捷豹F-PACE,2020款 2.0T 赛旗版,"H81,H168,M284,",,2021-02-01,捷豹F-PACE前杠掉漆 水箱框架开裂,569459,用户评分
长安汽车,长安CS35,2017款 1.6L 自动 豪华型,"H40,",,2021-02-01,长安CS35车辆行驶时突然出现自燃,569457,处理反馈
吉利汽车,远景X6,2016款 1.8L 手动 豪华型,"H79,",,2021-02-01,吉利远景X6座椅生锈 转向十字轴生锈,569455,处理反馈
东风雪铁龙,C4世嘉,2016款 1.6L 手动 豪华型,"D337,",,2021-02-01,东风雪铁龙C4世嘉转向柱轴承损坏方向盘晃动,569454,处理反馈
奇瑞汽车,捷途X90,2020款 1.5T DCT 影智版 5座,"H209,",,2021-02-01,捷途X90右后门变形导致玻璃升降受阻,569453,处理反馈
广汽丰田,雷凌,2017款 1.8H GS CVT 精英天窗版 国VI 改款 双擎,"B33,I297,",,2021-02-01,广汽丰田雷凌变速箱异响经销商不予索赔,569449,信息审核
沃尔沃亚太,沃尔沃S90,2021款 B5 智远豪华版,"H340,",,2021-02-01,亚太沃尔沃S90蓄电池充电系统故障,569447,信息审核
上汽大众,途观L,2021款 330TSI 自动 两驱 R-Line越享版,"A85,B33,D80,H263,",,2021-02-01,上汽大众途观L自动启停失灵发动机油耗高,569445,处理反馈
江淮汽车,瑞风M3,2018款 1.6L 速运版 7座,"A136,",,2021-02-01,江淮瑞风M3发动机活塞断裂顶缸希望处理,569444,用户评分
一汽奔腾,奔腾B30,2016款 1.6L 自动 十周年纪念版,"D123,",,2021-02-01,一汽奔腾B30车速在60迈左右时方向卡滞,569437,处理反馈
一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 智尚版 国V,"H82,",,2021-02-01,一汽丰田RAV4荣放前雾灯不亮希望给予解决,569434,信息审核
BEIJING汽车,BEIJING-EU5,2020款 R500 智风版,"H343,",,2021-02-01,BEIJING-EU5动力电池故障希望尽快处理,569433,用户评分
理想,理想ONE,2020款 增程6座版,"M279,",,2021-02-01,理想ONE销售宣传续航里程与实际不符,569428,信息审核
一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 都市版 国V,"H79,H81,",,2021-02-01,一汽丰田RAV4荣放车身生锈 漆面起泡,569426,信息审核
东风标致,标致408,2016款 1.6T 自动 豪华版,"H146,",,2021-02-01,东风标致408电源管理模块故障要求免费维修,569424,用户评分
东风日产,轩逸,2021款 经典 1.6 XE 手动 舒适版,"B33,",,2021-02-01,东风日产轩逸变速箱异响希望厂家处理,569420,用户评分
北京奔驰,奔驰GLC,2021款 GLC 300 L 4MATIC 动感型,"E43,E111,H263,",,2021-02-01,北京奔驰GLC发动机启停功能故障 刹车抖动,569419,处理反馈
奇瑞汽车,瑞虎8,2019款 1.6TGDI 自动 时尚型,"A14,",,2021-02-01,奇瑞瑞虎8行驶过程中发动机突然熄火,569418,用户评分
东风本田,INSPIRE,2019款 锐·混动 2.0L 净越版 国V,"H21,O348,",,2021-02-01,东风本田INSPIRE智导互联系统不更新,569416,用户评分
广汽本田,雅阁,2018款 260TURBO 精英版 国V,"G245,",,2021-02-01,广汽本田雅阁后轮吃胎偏磨希望处理,569415,处理反馈
广汽菲克菲亚特,致悦,2014款 1.4T 自动 舒适型,"B334,",,2021-02-01,菲亚特致悦行驶时变速箱失去动力,569414,厂家受理
上汽大众斯柯达,柯迪亚克,2018款 TSI330 两驱 舒适版 5座,"B20,B96,B334,",,2021-02-01,斯柯达柯迪亚克变速箱故障报警 无法加速,569407,用户评分
东风日产,骐达TIIDA,2020款 1.6L CVT 智行版,"H147,J303,",,2021-02-01,日产骐达售后维修技术差导致故障加重,569405,用户评分
吉利汽车,帝豪GL,2018款 1.8L 自动 精英智联型,"B22,I295,",,2021-02-01,吉利帝豪GL变速器漏油经销商不解决问题,569398,用户评分
一汽丰田,卡罗拉,2016款 1.6L CVT  GL-i炫酷版,"N319,",,2021-02-01,一汽丰田卡罗拉4S店以原厂名义换副厂配件,569396,信息审核
东风风行,景逸X5,2017款 1.6L 手动 豪华型,"A9,C65,",,2021-02-01,东风风行景逸X5离合器异响 发动机异响,569392,用户评分
广汽本田,飞度,2014款 1.5L CVT SE时尚型,"A9,",,2021-02-01,广汽本田飞度起动发动机时存在打齿异响,569391,处理反馈
广汽丰田,凯美瑞,2015款 2.0G 自动 领先版,"G161,",,2021-02-01,广汽丰田凯美瑞左右半轴防尘套漏油,569390,信息审核
华晨宝马,宝马3系,2016款 320Li 豪华设计套装,"H151,H71,",,2021-02-01,华晨宝马3系方向盘喇叭及功能键经常失灵	,569389,厂家受理
东风标致,标致408,2015款 1.2T 自动 豪华版,"A34,A163,",,2021-02-01,东风标致408发动机报警 加速无力,569388,处理反馈
北京现代,名图,2019款 1.8L 自动 智能型GLS 纪念款 国VI,"H169,",,2021-02-01,北京现代名图司机座椅塌陷要求解决,569387,用户评分
吉利汽车,缤瑞,2018款 200T DCT 缤耀版,"J299,N319,",,2021-02-01,吉利缤瑞更换使用非原厂配件 无维修记录,569384,处理反馈
一汽丰田,卡罗拉,2019款 1.2T S-CVT GL-i精英版,"B33,B19,",,2021-02-01,丰田卡罗拉首保后变速箱顿挫异响加剧,569382,信息审核
一汽-大众,宝来,2019款 改款 280TSI DSG 精英型 国VI,"A12,A189,",,2021-02-01,一汽大众宝来涡轮增压有油污 发动机缺机油,569379,用户评分
东风风行,菱智M5EV,2020款 舒适型 7座,"A14,J301,",,2021-02-01,东风风行菱智M5EV多次熄火4S店找不到原因,569378,处理反馈
猎豹汽车,Mattu,2020款 1.6T DCT 尊贵型,"A34,B246,H134,",,2021-02-01,猎豹Mattu发动机故障 变速箱无动力输出,569376,信息审核
北京现代,伊兰特,2021款 240TGDi TOP 旗舰版,"L312,",,2021-02-01,北京现代伊兰特交款之后厂家不发车,569374,用户评分
广汽本田,飞度,2016款 1.5L SE CVT 时尚型,"A9,",,2021-02-01,广汽本田飞度发动机冷启动VTC执行器异响,569367,处理反馈
一汽-大众奥迪,奥迪A6L,2019款 45 TFSI 臻选动感型,"K307,K325,N317,",,2021-02-01,一汽大众奥迪A6L经销商收取服务费 强制购买,569364,信息审核
SWM斯威汽车,SWM斯威X7,2016款 1.5T 舒适型,"A14,D337,G56,",,2021-02-01,SWM斯威X7发动机熄火底盘异响转向间隙大,569361,厂家受理
奇瑞汽车,艾瑞泽5,2019款 1.5L 手动 新青春版 国VI,"H109,",,2021-02-01,奇瑞艾瑞泽5车门漏水希望尽快得到处理,569357,处理反馈
东风日产,轩逸,2016款 1.6XV CVT 智享版,"J299,",,2021-02-01,东风日产轩逸上传错误维修记录导致车辆贬值,569351,处理反馈
一汽-大众,迈腾,2018款 330TSI DSG 豪华型,"B115,",,2021-02-01,一汽大众迈腾变速箱机电单元故障,569350,处理反馈
长城汽车,哈弗H6 Coupe,2018款 1.5T 自动 两驱 豪华型 红标,"H146,",,2021-02-01,哈弗H6 Coupe电瓶频繁亏电希望处理,569349,用户评分
江淮汽车,瑞风S3,2016款 1.5L 手动 豪华智能型,"D59,D156,",,2021-02-01,江淮瑞风S3行驶时打方向沉重有异响,569348,处理反馈
北京现代,悦动,2020款 1.6L 自动 悦目版GL,"A9,A174,G117,H268,",,2021-02-01,北京现代悦动发动机异响行驶跑偏车身共振,569346,用户评分
东风标致,标致408,2014款 1.8L 自动 豪华版,"A63,G52,",,2021-02-01,东风标致408发动机烧机油 减震器异响,569345,处理反馈
广汽丰田,雷凌,2017款 1.8H GS CVT 精英天窗版 国V 改款 双擎,"B20,H134,",,2021-02-01,丰田雷凌加装中控屏出现故障 无法换挡,569342,信息审核
广汽丰田,汉兰达,2018款 2.0T 四驱 豪华版 7座 国VI,"I294,Q323,",,2021-02-01,丰田汉兰达低压燃油泵设计缺陷厂家不回复,569339,信息审核
奇瑞汽车,瑞虎5x,2017款 1.5T 手动 精英型,"A24,A34,",,2021-02-01,奇瑞瑞虎5x高速行驶发动机抖动故障报警,569335,处理反馈
长城汽车,风骏7,2020款 2.0T 柴油 两驱 新冠军版 公务型 小双 4D20M,"A189,I297,",,2021-02-01,长城风骏7发动机涡轮增压器损坏不予索赔,569331,用户评分
奇瑞汽车,瑞虎7,2020款 1.5T 手动 精英型,"F39,H164,H89,J299,",,2021-02-01,奇瑞瑞虎7天窗异响 朝阳轮胎鼓包,569327,处理反馈
东风悦达起亚,起亚KX5,2016款 1.6T 自动 两驱DLX,"H176,",,2021-02-01,东风悦达起亚KX5中控台表面开裂,569326,处理反馈
一汽丰田,卡罗拉,2019款 1.2T S-CVT GL-i精英版,"H209,",,2021-02-01,一汽丰田卡罗拉后备箱缝隙不一致要求解决,569325,信息审核
吉利汽车,远景X6,2016款 1.8L 手动 豪华型,"G52,G25,",,2021-02-01,吉利远景X6减震器漏油行驶时异响,569320,处理反馈
一汽-大众,速腾,2020款 280TSI DSG 舒适型 国VI,"B33,",,2021-02-01,一汽大众速腾变速箱行驶异响希望厂家解决,569319,处理反馈
东风雪铁龙,雪铁龙C3-XR,2017款 230THP 自动 先锋型,"D265,",,2021-02-01,东风雪铁龙C3-XR方向机故障影响驾驶,569317,处理反馈
江铃汽车,驭胜S350,2016款 2.0T 自动 两驱 汽油 豪华版 7座,"A44,J306,",,2021-02-01,江铃驭胜S350经销商欺骗更换电脑模块,569316,信息审核
奇瑞汽车,瑞虎8,2018款 1.5TCI 自动 特供版 7座,"A12,G204,H93,",,2021-02-01,奇瑞瑞虎8悬架异响 中控台异响 发动机漏油,569313,处理反馈
一汽丰田,卡罗拉,2019款 1.2T S-CVT GL-i精英版,"B33,B19,",,2021-02-01,一汽丰田卡罗拉低速行驶变速箱顿挫异响,569312,信息审核
北京现代,北京现代ix35,2012款 2.0L 自动 两驱 精英版 GLS,"A9,",,2021-02-01,北京现代ix35启动后发动机敲缸异响,569311,处理反馈
东风标致,标致408,2014款 1.8L 自动 豪华版,"A63,H268,",,2021-02-01,东风标致408发动机烧机油 车身共振,569310,处理反馈
特斯拉中国,Model 3,2020款 长续航 后轮驱动版,"H170,J301,",,2021-02-01,特斯拉Model 3行车安全辅助系统故障报警,569309,信息审核
一汽-大众,宝来,2020款 1.5L 自动 舒适型,"H146,",,2021-02-01,一汽大众宝来电瓶亏电影响出行用车,569308,用户评分
长安福特,福睿斯,2019款 改款 1.5L 自动 质享型（胎压监测） 国VI,"I293,K307,K325,L313,",,2021-02-01,长安福特福睿斯4S店变相收费购车补贴不兑现,569304,处理反馈
长城汽车,哈弗H2,2018款 1.5T 双离合 两驱 时尚型 创享版 蓝标,"D156,D337,",,2021-02-01,哈弗H2转向沉重虚位大希望尽快处理,569299,处理反馈
广汽乘用车,传祺GS5,2019款 235T 自动 豪华版,"H118,",,2021-02-01,广汽传祺GS5驾驶员安全带无法收回,569298,处理反馈
长安福特,锐际,2020款 EcoBoost 245 两驱 聪慧嘉享款,"D156,D112,",,2021-02-01,长安福特锐际转向失去助力 转向沉重,569297,处理反馈
奇瑞汽车,瑞虎7,2016款 2.0L CVT 耀臻版,"B22,",,2021-02-01,奇瑞瑞虎7行驶时变速箱油管爆裂,569296,处理反馈
沃尔沃亚太,沃尔沃S60,2019款 S60L 改款 T5 智进进阶版,"B33,",,2021-02-01,亚太沃尔沃S60启动后变速箱异响,569291,信息审核
江淮汽车,瑞风S7,2017款 1.5T 手动 豪华智能型,"N318,",,2021-02-01,厂家一直告知4s店水箱框架一直缺货,569287,用户评分
东风本田,本田XR-V,2020款 1.5L CVT 经典版,"H203,",,2021-02-01,东风本田XR-V胎压故障报警要求解决,569286,处理反馈
江铃汽车,驭胜S350,2014款 2.4T  自动  两驱 柴油 豪华天窗版 5座,"H79,",,2021-02-01,江铃驭胜S350车身多处生锈存在质量问题,569281,信息审核
华晨宝马,宝马1系,2020款 120i M运动套装,"H31,H54,",,2021-02-01,宝马1系三元催化器故障导致加速异响,569277,信息审核
东风标致,标致408,2016款 1.6T 自动 豪华版,"A339,",,2021-02-01,东风标致408机油异常增多希望处理,569276,处理反馈
一汽丰田,卡罗拉,2019款 双擎 1.8L E-CVT GL-i精英版,"L310,",,2021-02-01,一汽丰田卡罗拉厂家未履行三包换车未兑现,569272,信息审核
